period,year,quarter,region,rent_index,asking_mean_eur_sqm,asking_median_eur_sqm,asking_p25_eur_sqm,asking_p75_eur_sqm,index_qoq_pct,index_yoy_pct,is_national_reference
2020-Q2,2020,2,Bremen,117.307594,8.950000,8.800000,7.550000,10.010000,0.465202,2.134030,False
2020-Q3,2020,3,Bremen,117.430748,8.870000,8.670000,7.500000,10.000000,0.104984,2.088993,False
2020-Q4,2020,4,Bremen,119.689415,8.970000,8.830000,7.500000,10.160000,1.923403,3.355573,False
2021-Q1,2021,1,Bremen,120.241722,9.140000,8.980000,7.640000,10.360000,0.461450,2.978063,False
2021-Q2,2021,2,Bremen,120.766937,9.230000,9.010000,7.780000,10.540000,0.436799,2.948951,False
2021-Q3,2021,3,Bremen,122.442810,9.240000,9.050000,7.710000,10.490000,1.387692,4.268100,False
2021-Q4,2021,4,Bremen,123.420418,9.430000,9.280000,8.000000,10.680000,0.798420,3.117237,False
2022-Q1,2022,1,Bremen,124.951134,9.520000,9.380000,8.000000,10.750000,1.240245,3.916620,False
2022-Q2,2022,2,Bremen,127.240555,9.780000,9.610000,8.220000,11.100000,1.832253,5.360422,False
2022-Q3,2022,3,Bremen,128.033371,9.870000,9.810000,8.430000,11.290000,0.623084,4.565855,False
2022-Q4,2022,4,Bremen,129.285126,10.060000,9.930000,8.550000,11.430000,0.977679,4.751813,False
2023-Q1,2023,1,Bremen,131.725052,10.090000,10.000000,8.500000,11.500000,1.887244,5.421254,False
2023-Q2,2023,2,Bremen,133.886551,10.360000,10.080000,8.680000,11.960000,1.640917,5.223174,False
2023-Q3,2023,3,Bremen,132.836258,10.320000,10.210000,8.760000,11.820000,-0.784465,3.751277,False
2023-Q4,2023,4,Bremen,136.039017,10.490000,10.230000,8.940000,11.880000,2.411058,5.224028,False
2024-Q1,2024,1,Bremen,140.132187,10.740000,10.500000,9.000000,12.350000,3.008821,6.382336,False
2024-Q2,2024,2,Bremen,140.643066,10.710000,10.500000,8.890000,12.280000,0.364570,5.046448,False
2024-Q3,2024,3,Bremen,142.223953,10.860000,10.540000,9.100000,12.500000,1.124042,7.067118,False
2024-Q4,2024,4,Bremen,144.441879,11.160000,10.880000,9.300000,12.830000,1.559460,6.176803,False
2025-Q1,2025,1,Bremen,146.192215,11.240000,11.000000,9.500000,12.890000,1.211792,4.324508,False
2025-Q2,2025,2,Bremen,147.258743,11.340000,11.110000,9.500000,13.100000,0.729538,4.703877,False
2025-Q3,2025,3,Bremen,147.019135,11.310000,11.000000,9.540000,12.890000,-0.162713,3.371571,False
2025-Q4,2025,4,Bremen,147.835571,11.300000,11.090000,9.500000,12.920000,0.555327,2.349521,False
2026-Q1,2026,1,Bremen,149.416763,11.420000,11.250000,9.500000,13.240000,1.069561,2.205691,False
2012-Q1,2012,1,Chemnitz,94.869797,4.810000,4.830000,4.370000,5.250000,,,False
2012-Q2,2012,2,Chemnitz,96.052979,4.850000,4.930000,4.470000,5.250000,1.247164,,False
2012-Q3,2012,3,Chemnitz,96.761330,4.890000,4.970000,4.500000,5.280000,0.737459,,False
2012-Q4,2012,4,Chemnitz,96.495674,4.860000,4.920000,4.460000,5.250000,-0.274547,,False
2013-Q1,2013,1,Chemnitz,97.442039,4.930000,5.000000,4.500000,5.350000,0.980733,2.711340,False
2013-Q2,2013,2,Chemnitz,98.053856,4.970000,5.000000,4.520000,5.410000,0.627877,2.083098,False
2013-Q3,2013,3,Chemnitz,97.739792,5.000000,5.000000,4.570000,5.420000,-0.320297,1.011212,False
2013-Q4,2013,4,Chemnitz,98.528633,4.990000,5.000000,4.520000,5.440000,0.807083,2.106788,False
2014-Q1,2014,1,Chemnitz,99.083717,5.030000,5.000000,4.580000,5.490000,0.563374,1.684774,False
2014-Q2,2014,2,Chemnitz,99.438622,5.030000,5.000000,4.550000,5.440000,0.358186,1.412250,False
2014-Q3,2014,3,Chemnitz,99.463524,5.030000,5.000000,4.560000,5.450000,0.025043,1.763593,False
2014-Q4,2014,4,Chemnitz,99.785744,5.040000,5.000000,4.590000,5.470000,0.323958,1.275884,False
2015-Q1,2015,1,Chemnitz,100.146027,5.070000,5.000000,4.630000,5.500000,0.361056,1.072133,False
2015-Q2,2015,2,Chemnitz,100.013649,5.060000,5.010000,4.610000,5.480000,-0.132185,0.578274,False
2015-Q3,2015,3,Chemnitz,99.716690,5.090000,5.060000,4.600000,5.500000,-0.296918,0.254532,False
2015-Q4,2015,4,Chemnitz,100.123627,5.100000,5.070000,4.640000,5.500000,0.408093,0.338608,False
2016-Q1,2016,1,Chemnitz,100.199287,5.100000,5.050000,4.620000,5.500000,0.075567,0.053183,False
2016-Q2,2016,2,Chemnitz,101.300034,5.170000,5.150000,4.750000,5.560000,1.098557,1.286209,False
2016-Q3,2016,3,Chemnitz,101.877396,5.170000,5.120000,4.750000,5.540000,0.569952,2.166844,False
2016-Q4,2016,4,Chemnitz,101.821312,5.140000,5.130000,4.720000,5.500000,-0.055050,1.695589,False
2017-Q1,2017,1,Chemnitz,102.382172,5.240000,5.180000,4.790000,5.600000,0.550827,2.178543,False
2017-Q2,2017,2,Chemnitz,102.325066,5.210000,5.170000,4.770000,5.580000,-0.055777,1.011877,False
2017-Q3,2017,3,Chemnitz,102.249634,5.240000,5.170000,4.730000,5.660000,-0.073718,0.365379,False
2017-Q4,2017,4,Chemnitz,102.451378,5.240000,5.180000,4.700000,5.630000,0.197305,0.618796,False
2018-Q1,2018,1,Chemnitz,103.171219,5.250000,5.200000,4.750000,5.620000,0.702617,0.770688,False
2018-Q2,2018,2,Chemnitz,103.277084,5.310000,5.230000,4.840000,5.700000,0.102611,0.930387,False
2018-Q3,2018,3,Chemnitz,102.925743,5.270000,5.230000,4.810000,5.620000,-0.340193,0.661234,False
2018-Q4,2018,4,Chemnitz,103.773277,5.330000,5.230000,4.800000,5.780000,0.823442,1.290270,False
2019-Q1,2019,1,Chemnitz,104.022316,5.370000,5.250000,4.800000,5.800000,0.239983,0.824937,False
2019-Q2,2019,2,Chemnitz,104.421814,5.370000,5.270000,4.860000,5.780000,0.384050,1.108406,False
2019-Q3,2019,3,Chemnitz,104.605843,5.360000,5.240000,4.900000,5.720000,0.176236,1.632341,False
2019-Q4,2019,4,Chemnitz,104.821846,5.390000,5.330000,4.870000,5.840000,0.206493,1.010442,False
2020-Q1,2020,1,Chemnitz,105.701286,5.420000,5.290000,4.910000,5.880000,0.838986,1.614048,False
2020-Q2,2020,2,Chemnitz,105.863602,5.480000,5.340000,4.950000,5.940000,0.153560,1.380734,False
2020-Q3,2020,3,Chemnitz,106.537750,5.490000,5.370000,4.980000,5.890000,0.636809,1.846845,False
2020-Q4,2020,4,Chemnitz,107.024445,5.500000,5.390000,4.990000,5.960000,0.456828,2.101278,False
2021-Q1,2021,1,Chemnitz,107.797058,5.600000,5.410000,5.000000,6.010000,0.721904,1.982731,False
2021-Q2,2021,2,Chemnitz,108.467377,5.610000,5.490000,5.000000,6.000000,0.621834,2.459556,False
2021-Q3,2021,3,Chemnitz,108.974350,5.570000,5.430000,5.000000,6.000000,0.467397,2.287076,False
2021-Q4,2021,4,Chemnitz,109.671265,5.680000,5.510000,5.000000,6.090000,0.639522,2.473099,False
2022-Q1,2022,1,Chemnitz,110.049858,5.690000,5.500000,5.010000,6.090000,0.345208,2.089853,False
2022-Q2,2022,2,Chemnitz,111.148636,5.710000,5.530000,5.070000,6.060000,0.998436,2.471950,False
2022-Q3,2022,3,Chemnitz,111.825920,5.720000,5.530000,5.130000,6.050000,0.609350,2.616735,False
2022-Q4,2022,4,Chemnitz,111.831055,5.730000,5.540000,5.090000,6.160000,0.004592,1.969331,False
2023-Q1,2023,1,Chemnitz,113.434692,5.850000,5.640000,5.220000,6.230000,1.433982,3.075728,False
2023-Q2,2023,2,Chemnitz,113.305588,5.810000,5.610000,5.150000,6.220000,-0.113814,1.940601,False
2023-Q3,2023,3,Chemnitz,113.537209,5.810000,5.670000,5.200000,6.210000,0.204421,1.530315,False
2023-Q4,2023,4,Chemnitz,114.835266,5.870000,5.710000,5.240000,6.260000,1.143288,2.686384,False
2024-Q1,2024,1,Chemnitz,114.557892,5.880000,5.750000,5.250000,6.250000,-0.241541,0.990173,False
2024-Q2,2024,2,Chemnitz,116.219162,5.970000,5.790000,5.330000,6.370000,1.450158,2.571430,False
2024-Q3,2024,3,Chemnitz,115.954597,5.950000,5.800000,5.300000,6.360000,-0.227643,2.129160,False
2024-Q4,2024,4,Chemnitz,117.077469,6.030000,5.890000,5.380000,6.460000,0.968372,1.952538,False
2025-Q1,2025,1,Chemnitz,117.927040,6.030000,5.870000,5.410000,6.470000,0.725649,2.941001,False
2025-Q2,2025,2,Chemnitz,118.937309,6.120000,5.990000,5.480000,6.510000,0.856690,2.338812,False
2025-Q3,2025,3,Chemnitz,119.543549,6.130000,5.970000,5.490000,6.520000,0.509713,3.095135,False
2025-Q4,2025,4,Chemnitz,119.529907,6.110000,5.960000,5.490000,6.500000,-0.011411,2.094714,False
2026-Q1,2026,1,Chemnitz,120.635796,6.190000,6.000000,5.500000,6.580000,0.925198,2.296976,False
2012-Q1,2012,1,Dortmund,91.366402,5.630000,5.430000,4.900000,6.220000,,,False
2012-Q2,2012,2,Dortmund,91.604179,5.590000,5.400000,4.860000,6.110000,0.260246,,False
2012-Q3,2012,3,Dortmund,91.750542,5.580000,5.360000,4.880000,6.090000,0.159777,,False
2012-Q4,2012,4,Dortmund,92.482574,5.680000,5.500000,4.900000,6.280000,0.797851,,False
2013-Q1,2013,1,Dortmund,93.255005,5.700000,5.500000,4.980000,6.290000,0.835217,2.067065,False
2013-Q2,2013,2,Dortmund,93.997787,5.770000,5.560000,5.000000,6.380000,0.796507,2.612990,False
2013-Q3,2013,3,Dortmund,93.981277,5.710000,5.500000,4.990000,6.300000,-0.017564,2.431305,False
2013-Q4,2013,4,Dortmund,94.682564,5.750000,5.500000,4.930000,6.410000,0.746198,2.378815,False
2014-Q1,2014,1,Dortmund,95.224815,5.960000,5.800000,5.030000,6.670000,0.572705,2.112284,False
2014-Q2,2014,2,Dortmund,97.011635,6.030000,5.890000,5.110000,6.790000,1.876422,3.206296,False
2014-Q3,2014,3,Dortmund,97.562065,6.070000,5.920000,5.200000,6.670000,0.567386,3.810107,False
2014-Q4,2014,4,Dortmund,97.817421,6.060000,5.900000,5.190000,6.780000,0.261737,3.310913,False
2015-Q1,2015,1,Dortmund,99.004257,6.160000,6.000000,5.260000,6.890000,1.213318,3.968967,False
2015-Q2,2015,2,Dortmund,99.378250,6.080000,5.930000,5.200000,6.740000,0.377754,2.439517,False
2015-Q3,2015,3,Dortmund,100.078644,6.210000,6.000000,5.310000,6.930000,0.704776,2.579464,False
2015-Q4,2015,4,Dortmund,101.538849,6.260000,6.060000,5.400000,7.000000,1.459058,3.804463,False
2016-Q1,2016,1,Dortmund,102.273567,6.410000,6.180000,5.450000,7.140000,0.723583,3.302191,False
2016-Q2,2016,2,Dortmund,104.014801,6.530000,6.280000,5.510000,7.330000,1.702526,4.665559,False
2016-Q3,2016,3,Dortmund,105.408257,6.570000,6.420000,5.630000,7.300000,1.339670,5.325425,False
2016-Q4,2016,4,Dortmund,106.106140,6.630000,6.480000,5.630000,7.500000,0.662077,4.498073,False
2017-Q1,2017,1,Dortmund,106.930405,6.690000,6.500000,5.690000,7.500000,0.776830,4.553315,False
2017-Q2,2017,2,Dortmund,108.326721,6.760000,6.580000,5.850000,7.500000,1.305818,4.145487,False
2017-Q3,2017,3,Dortmund,108.898628,6.730000,6.510000,5.820000,7.500000,0.527946,3.311289,False
2017-Q4,2017,4,Dortmund,109.967491,6.880000,6.670000,5.910000,7.670000,0.981521,3.639140,False
2018-Q1,2018,1,Dortmund,112.014732,7.000000,6.840000,6.000000,7.810000,1.861679,4.754801,False
2018-Q2,2018,2,Dortmund,113.152718,7.100000,6.970000,6.040000,7.980000,1.015925,4.455038,False
2018-Q3,2018,3,Dortmund,113.921669,7.110000,7.000000,6.040000,8.000000,0.679570,4.612584,False
2018-Q4,2018,4,Dortmund,115.376152,7.260000,7.020000,6.190000,8.020000,1.276740,4.918418,False
2019-Q1,2019,1,Dortmund,116.627342,7.340000,7.140000,6.300000,8.210000,1.084444,4.117860,False
2019-Q2,2019,2,Dortmund,116.025330,7.330000,7.220000,6.300000,8.180000,-0.516185,2.538703,False
2019-Q3,2019,3,Dortmund,117.170311,7.380000,7.210000,6.370000,8.280000,0.986837,2.851645,False
2019-Q4,2019,4,Dortmund,119.246300,7.450000,7.340000,6.490000,8.230000,1.771770,3.354374,False
2020-Q1,2020,1,Dortmund,120.609962,7.580000,7.450000,6.520000,8.470000,1.143568,3.414826,False
2020-Q2,2020,2,Dortmund,122.391396,7.730000,7.520000,6.650000,8.650000,1.477020,5.486790,False
2020-Q3,2020,3,Dortmund,122.085815,7.650000,7.500000,6.530000,8.570000,-0.249675,4.195179,False
2020-Q4,2020,4,Dortmund,122.688446,7.730000,7.560000,6.640000,8.670000,0.493612,2.886585,False
2021-Q1,2021,1,Dortmund,124.716461,7.920000,7.710000,6.750000,8.820000,1.652980,3.404776,False
2021-Q2,2021,2,Dortmund,125.478836,7.980000,7.840000,6.850000,8.960000,0.611286,2.522596,False
2021-Q3,2021,3,Dortmund,127.531410,8.120000,7.970000,7.000000,9.040000,1.635793,4.460465,False
2021-Q4,2021,4,Dortmund,127.128990,8.110000,7.940000,6.960000,9.130000,-0.315546,3.619366,False
2022-Q1,2022,1,Dortmund,129.705658,8.240000,8.000000,7.040000,9.130000,2.026814,4.000432,False
2022-Q2,2022,2,Dortmund,132.824203,8.530000,8.380000,7.320000,9.540000,2.404325,5.853870,False
2022-Q3,2022,3,Dortmund,132.785400,8.490000,8.290000,7.270000,9.520000,-0.029214,4.119762,False
2022-Q4,2022,4,Dortmund,134.140106,8.600000,8.440000,7.430000,9.640000,1.020222,5.514962,False
2023-Q1,2023,1,Dortmund,135.478607,8.660000,8.520000,7.380000,9.800000,0.997838,4.450808,False
2023-Q2,2023,2,Dortmund,136.652496,8.710000,8.510000,7.440000,9.840000,0.866476,2.882225,False
2023-Q3,2023,3,Dortmund,137.580978,8.740000,8.600000,7.500000,9.910000,0.679448,3.611525,False
2023-Q4,2023,4,Dortmund,140.426682,8.930000,8.770000,7.690000,10.000000,2.068384,4.686574,False
2024-Q1,2024,1,Dortmund,141.919815,9.060000,8.910000,7.850000,10.000000,1.063283,4.754410,False
2024-Q2,2024,2,Dortmund,144.208405,9.110000,8.950000,7.820000,10.130000,1.612593,5.529287,False
2024-Q3,2024,3,Dortmund,145.644394,9.230000,9.000000,7.890000,10.340000,0.995774,5.860851,False
2024-Q4,2024,4,Dortmund,147.359207,9.400000,9.100000,8.060000,10.520000,1.177397,4.936758,False
2025-Q1,2025,1,Dortmund,148.535767,9.530000,9.270000,8.180000,10.710000,0.798430,4.661753,False
2025-Q2,2025,2,Dortmund,149.967911,9.600000,9.300000,8.240000,10.860000,0.964175,3.993877,False
2025-Q3,2025,3,Dortmund,150.275696,9.560000,9.300000,8.220000,10.740000,0.205234,3.179870,False
2025-Q4,2025,4,Dortmund,151.769180,9.680000,9.500000,8.330000,10.940000,0.993830,2.992669,False
2026-Q1,2026,1,Dortmund,153.375107,9.770000,9.510000,8.380000,11.000000,1.058137,3.258030,False
2012-Q1,2012,1,Dresden,87.872002,6.130000,6.020000,5.500000,6.700000,,,False
2012-Q2,2012,2,Dresden,88.512794,6.160000,6.030000,5.520000,6.710000,0.729234,,False
2012-Q3,2012,3,Dresden,89.059135,6.240000,6.140000,5.580000,6.850000,0.617245,,False
2012-Q4,2012,4,Dresden,90.928238,6.350000,6.300000,5.740000,7.000000,2.098721,,False
2013-Q1,2013,1,Dresden,92.680328,6.500000,6.480000,5.890000,7.000000,1.926894,5.471967,False
2013-Q2,2013,2,Dresden,93.425224,6.520000,6.500000,5.980000,7.030000,0.803726,5.549966,False
2013-Q3,2013,3,Dresden,94.183548,6.550000,6.500000,5.980000,7.110000,0.811690,5.753944,False
2013-Q4,2013,4,Dresden,94.965561,6.640000,6.510000,6.000000,7.190000,0.830307,4.440120,False
2014-Q1,2014,1,Dresden,96.051949,6.740000,6.580000,6.030000,7.330000,1.143981,3.637903,False
2014-Q2,2014,2,Dresden,97.017830,6.810000,6.680000,6.060000,7.480000,1.005582,3.845434,False
2014-Q3,2014,3,Dresden,97.538528,6.780000,6.670000,6.020000,7.440000,0.536704,3.562173,False
2014-Q4,2014,4,Dresden,98.285072,6.840000,6.800000,6.090000,7.460000,0.765384,3.495490,False
2015-Q1,2015,1,Dresden,99.457298,6.930000,6.850000,6.180000,7.500000,1.192680,3.545321,False
2015-Q2,2015,2,Dresden,99.565926,6.920000,6.860000,6.210000,7.500000,0.109220,2.626420,False
2015-Q3,2015,3,Dresden,100.257324,6.910000,6.800000,6.160000,7.500000,0.694413,2.787407,False
2015-Q4,2015,4,Dresden,100.719460,7.030000,6.930000,6.200000,7.560000,0.460949,2.476864,False
2016-Q1,2016,1,Dresden,101.552742,6.940000,6.860000,6.150000,7.500000,0.827330,2.106878,False
2016-Q2,2016,2,Dresden,102.918449,7.190000,7.000000,6.400000,7.870000,1.344826,3.367140,False
2016-Q3,2016,3,Dresden,104.179436,7.190000,7.010000,6.480000,7.800000,1.225229,3.912045,False
2016-Q4,2016,4,Dresden,105.561317,7.290000,7.090000,6.500000,7.980000,1.326444,4.807272,False
2017-Q1,2017,1,Dresden,106.816460,7.430000,7.240000,6.550000,8.030000,1.189017,5.183235,False
2017-Q2,2017,2,Dresden,106.868462,7.470000,7.260000,6.590000,8.070000,0.048683,3.838002,False
2017-Q3,2017,3,Dresden,107.548073,7.470000,7.240000,6.600000,8.020000,0.635932,3.233495,False
2017-Q4,2017,4,Dresden,107.893402,7.470000,7.300000,6.590000,8.040000,0.321093,2.209223,False
2018-Q1,2018,1,Dresden,108.384865,7.520000,7.340000,6.670000,8.090000,0.455508,1.468318,False
2018-Q2,2018,2,Dresden,109.271240,7.600000,7.460000,6.770000,8.210000,0.817804,2.248351,False
2018-Q3,2018,3,Dresden,109.792580,7.660000,7.500000,6.850000,8.330000,0.477106,2.086980,False
2018-Q4,2018,4,Dresden,110.529816,7.690000,7.500000,6.820000,8.460000,0.671481,2.443535,False
2019-Q1,2019,1,Dresden,111.296577,7.760000,7.530000,6.930000,8.440000,0.693715,2.686457,False
2019-Q2,2019,2,Dresden,111.864159,7.910000,7.710000,7.000000,8.570000,0.509972,2.372919,False
2019-Q3,2019,3,Dresden,111.948845,7.850000,7.670000,6.950000,8.540000,0.075705,1.963944,False
2019-Q4,2019,4,Dresden,112.282974,7.840000,7.640000,6.900000,8.510000,0.298466,1.586141,False
2020-Q1,2020,1,Dresden,112.910004,7.890000,7.660000,6.970000,8.620000,0.558437,1.449664,False
2020-Q2,2020,2,Dresden,113.706932,8.100000,7.810000,7.000000,8.960000,0.705809,1.647331,False
2020-Q3,2020,3,Dresden,113.780624,7.990000,7.700000,6.980000,8.750000,0.064809,1.636265,False
2020-Q4,2020,4,Dresden,113.910873,7.950000,7.740000,6.970000,8.710000,0.114474,1.449818,False
2021-Q1,2021,1,Dresden,115.574120,8.130000,7.890000,7.000000,8.980000,1.460129,2.359504,False
2021-Q2,2021,2,Dresden,115.133186,8.030000,7.820000,7.000000,8.800000,-0.381516,1.254325,False
2021-Q3,2021,3,Dresden,115.613258,8.160000,7.900000,7.040000,8.970000,0.416971,1.610673,False
2021-Q4,2021,4,Dresden,116.112648,8.170000,7.910000,7.030000,9.000000,0.431948,1.932892,False
2022-Q1,2022,1,Dresden,116.611458,8.150000,7.920000,7.060000,8.980000,0.429591,0.897552,False
2022-Q2,2022,2,Dresden,118.927780,8.300000,8.000000,7.200000,9.030000,1.986359,3.295830,False
2022-Q3,2022,3,Dresden,119.547508,8.500000,8.090000,7.320000,9.320000,0.521096,3.402940,False
2022-Q4,2022,4,Dresden,119.730728,8.530000,8.060000,7.280000,9.400000,0.153261,3.116009,False
2023-Q1,2023,1,Dresden,121.622292,8.640000,8.180000,7.350000,9.510000,1.579848,4.297034,False
2023-Q2,2023,2,Dresden,122.348518,8.630000,8.130000,7.370000,9.460000,0.597117,2.876316,False
2023-Q3,2023,3,Dresden,123.314781,8.810000,8.300000,7.460000,9.720000,0.789763,3.151277,False
2023-Q4,2023,4,Dresden,124.642303,8.920000,8.370000,7.500000,9.940000,1.076531,4.102184,False
2024-Q1,2024,1,Dresden,127.304260,9.140000,8.520000,7.620000,10.100000,2.135677,4.671815,False
2024-Q2,2024,2,Dresden,128.331604,9.330000,8.600000,7.690000,10.660000,0.806999,4.890199,False
2024-Q3,2024,3,Dresden,130.414429,9.290000,8.640000,7.700000,10.290000,1.623002,5.757337,False
2024-Q4,2024,4,Dresden,132.257172,9.460000,8.910000,7.870000,10.590000,1.412990,6.109377,False
2025-Q1,2025,1,Dresden,135.312286,9.720000,8.990000,8.020000,10.970000,2.309980,6.290462,False
2025-Q2,2025,2,Dresden,136.795380,9.930000,9.260000,8.280000,11.060000,1.096052,6.595239,False
2025-Q3,2025,3,Dresden,138.862869,10.080000,9.430000,8.320000,11.380000,1.511374,6.478149,False
2025-Q4,2025,4,Dresden,140.650772,10.020000,9.440000,8.300000,11.300000,1.287531,6.346424,False
2026-Q1,2026,1,Dresden,142.470764,10.120000,9.530000,8.410000,11.330000,1.293979,5.290338,False
2012-Q1,2012,1,Duisburg,94.829552,5.200000,5.060000,4.610000,5.630000,,,False
2012-Q2,2012,2,Duisburg,94.913376,5.210000,5.070000,4.600000,5.640000,0.088395,,False
2012-Q3,2012,3,Duisburg,95.456757,5.270000,5.090000,4.630000,5.780000,0.572502,,False
2012-Q4,2012,4,Duisburg,96.124413,5.270000,5.120000,4.640000,5.740000,0.699433,,False
2013-Q1,2013,1,Duisburg,96.201645,5.290000,5.150000,4.680000,5.710000,0.080346,1.446905,False
2013-Q2,2013,2,Duisburg,96.269592,5.270000,5.130000,4.700000,5.650000,0.070630,1.428899,False
2013-Q3,2013,3,Duisburg,96.481705,5.290000,5.190000,4.750000,5.680000,0.220332,1.073730,False
2013-Q4,2013,4,Duisburg,96.993279,5.290000,5.180000,4.750000,5.690000,0.530229,0.903897,False
2014-Q1,2014,1,Duisburg,97.676582,5.380000,5.250000,4.780000,5.830000,0.704486,1.533173,False
2014-Q2,2014,2,Duisburg,97.654449,5.410000,5.250000,4.810000,5.940000,-0.022659,1.438520,False
2014-Q3,2014,3,Duisburg,98.332634,5.420000,5.250000,4.820000,5.910000,0.694474,1.918425,False
2014-Q4,2014,4,Duisburg,99.290169,5.470000,5.300000,4.830000,5.990000,0.973771,2.368092,False
2015-Q1,2015,1,Duisburg,99.542061,5.490000,5.340000,4.840000,5.960000,0.253693,1.909852,False
2015-Q2,2015,2,Duisburg,100.345490,5.490000,5.350000,4.890000,5.980000,0.807125,2.755676,False
2015-Q3,2015,3,Duisburg,100.048691,5.500000,5.390000,4.920000,6.000000,-0.295777,1.745155,False
2015-Q4,2015,4,Duisburg,100.063766,5.500000,5.410000,4.920000,5.990000,0.015068,0.779128,False
2016-Q1,2016,1,Duisburg,100.915337,5.550000,5.450000,5.000000,6.000000,0.851027,1.379593,False
2016-Q2,2016,2,Duisburg,102.415192,5.640000,5.500000,5.000000,6.090000,1.486251,2.062576,False
2016-Q3,2016,3,Duisburg,103.201965,5.680000,5.540000,5.000000,6.210000,0.768220,3.151740,False
2016-Q4,2016,4,Duisburg,103.707741,5.740000,5.600000,5.030000,6.270000,0.490083,3.641652,False
2017-Q1,2017,1,Duisburg,104.750786,5.810000,5.710000,5.080000,6.400000,1.005754,3.800660,False
2017-Q2,2017,2,Duisburg,105.644974,5.870000,5.780000,5.200000,6.430000,0.853634,3.153616,False
2017-Q3,2017,3,Duisburg,106.656868,5.900000,5.820000,5.200000,6.480000,0.957825,3.347710,False
2017-Q4,2017,4,Duisburg,107.213234,5.930000,5.820000,5.200000,6.500000,0.521641,3.380165,False
2018-Q1,2018,1,Duisburg,108.625114,6.030000,5.940000,5.320000,6.570000,1.316890,3.698615,False
2018-Q2,2018,2,Duisburg,109.254044,6.080000,5.990000,5.360000,6.670000,0.578991,3.416225,False
2018-Q3,2018,3,Duisburg,110.354637,6.140000,6.000000,5.410000,6.770000,1.007371,3.466977,False
2018-Q4,2018,4,Duisburg,110.359612,6.100000,6.000000,5.400000,6.670000,0.004508,2.934691,False
2019-Q1,2019,1,Duisburg,112.413589,6.220000,6.020000,5.500000,6.820000,1.861168,3.487660,False
2019-Q2,2019,2,Duisburg,113.170700,6.280000,6.160000,5.540000,6.910000,0.673505,3.584908,False
2019-Q3,2019,3,Duisburg,113.598557,6.280000,6.140000,5.510000,6.880000,0.378063,2.939541,False
2019-Q4,2019,4,Duisburg,114.549538,6.330000,6.200000,5.610000,6.940000,0.837142,3.796612,False
2020-Q1,2020,1,Duisburg,117.046799,6.470000,6.320000,5.720000,7.010000,2.180071,4.121574,False
2020-Q2,2020,2,Duisburg,117.104362,6.510000,6.380000,5.770000,7.090000,0.049180,3.475866,False
2020-Q3,2020,3,Duisburg,117.987579,6.500000,6.360000,5.710000,7.120000,0.754213,3.863626,False
2020-Q4,2020,4,Duisburg,117.760002,6.530000,6.400000,5.740000,7.140000,-0.192882,2.802687,False
2021-Q1,2021,1,Duisburg,120.089607,6.680000,6.530000,5.870000,7.330000,1.978265,2.599651,False
2021-Q2,2021,2,Duisburg,120.964027,6.720000,6.590000,5.920000,7.400000,0.728140,3.295919,False
2021-Q3,2021,3,Duisburg,121.543289,6.710000,6.500000,5.900000,7.400000,0.478871,3.013631,False
2021-Q4,2021,4,Duisburg,123.261612,6.820000,6.650000,6.000000,7.500000,1.413754,4.671883,False
2022-Q1,2022,1,Duisburg,124.593475,6.890000,6.740000,6.060000,7.560000,1.080518,3.750423,False
2022-Q2,2022,2,Duisburg,127.244537,7.110000,6.980000,6.190000,7.890000,2.127770,5.192048,False
2022-Q3,2022,3,Duisburg,128.894577,7.210000,7.010000,6.260000,8.000000,1.296747,6.048288,False
2022-Q4,2022,4,Duisburg,130.846710,7.250000,7.040000,6.330000,8.050000,1.514519,6.153658,False
2023-Q1,2023,1,Duisburg,133.434326,7.460000,7.230000,6.480000,8.360000,1.977593,7.095757,False
2023-Q2,2023,2,Duisburg,133.850586,7.480000,7.300000,6.540000,8.280000,0.311959,5.191617,False
2023-Q3,2023,3,Duisburg,134.035294,7.440000,7.230000,6.520000,8.240000,0.137995,3.988311,False
2023-Q4,2023,4,Duisburg,137.084198,7.620000,7.480000,6.670000,8.440000,2.274703,4.767019,False
2024-Q1,2024,1,Duisburg,139.972900,7.780000,7.540000,6.740000,8.720000,2.107247,4.900219,False
2024-Q2,2024,2,Duisburg,140.730026,7.880000,7.670000,6.820000,8.760000,0.540909,5.139642,False
2024-Q3,2024,3,Duisburg,142.211060,7.890000,7.750000,6.970000,8.750000,1.052393,6.099711,False
2024-Q4,2024,4,Duisburg,144.394684,8.000000,7.850000,7.000000,8.960000,1.535481,5.332844,False
2025-Q1,2025,1,Duisburg,146.094009,8.200000,8.000000,7.050000,9.130000,1.176862,4.373067,False
2025-Q2,2025,2,Duisburg,147.045166,8.180000,8.000000,7.170000,9.070000,0.651058,4.487415,False
2025-Q3,2025,3,Duisburg,148.312912,8.210000,8.000000,7.210000,9.070000,0.862147,4.290702,False
2025-Q4,2025,4,Duisburg,149.488922,8.280000,8.000000,7.290000,9.260000,0.792925,3.527996,False
2026-Q1,2026,1,Duisburg,152.376587,8.540000,8.360000,7.330000,9.480000,1.931691,4.300366,False
2012-Q1,2012,1,Düsseldorf,93.072212,8.710000,8.370000,7.500000,9.640000,,,False
2012-Q2,2012,2,Düsseldorf,94.760185,8.920000,8.610000,7.600000,9.910000,1.813617,,False
